label,value
African American,76
Asian American,222
Broadly European,159
East Asian,157
East European,94
Ethnically Jewish,56
Hispanic,80
Latine,76
Mediterranean,33
Middle Eastern,34
Native American,14
North African,4
Pacific Islander,8
Scandinavian,26
South Asian,46
Southeast Asian,41
Sub-Saharan African,26
West Indian/Caribbean,28
West European,176
Other,17
