label,value
6,93
5.8,138
5.6,126
5.4,120
5.2,73
5,68
4.8,42
4.6,12
4.4,6
4.2,6
4,7
3.8,4
3.6,2
3.4,0
3.2,0
3,0
2.8,0
2.6,0
2.4,0
2.2,0
2.0-,3
